Map,100000,0,0,18.41,10.17
Object,100000,0,0,48.61,17.78
Map,100000,0,0.1,18.27,10.31
Object,100000,0,0.1,58.57,17.64
Map,100000,0,0.2,19.89,10.45
Object,100000,0,0.2,68.70,17.83
Map,100000,0,0.3,16.72,10.57
Object,100000,0,0.3,68.78,18.28
Map,100000,0,0.4,16.41,10.72
Object,100000,0,0.4,62.21,18.50
Map,100000,0,0.5,17.20,10.87
Object,100000,0,0.5,64.46,18.97
Map,100000,0,0.6,16.14,11.02
Object,100000,0,0.6,65.88,19.18
Map,100000,0,0.7,16.62,11.17
Object,100000,0,0.7,73.82,19.66
Map,100000,0,0.8,16.70,11.32
Object,100000,0,0.8,84.43,19.89
Map,100000,0,0.9,18.09,11.47
Object,100000,0,0.9,90.25,20.12
Map,100000,0,1,18.89,11.62
Object,100000,0,1,71.28,20.58
Map,100000,0.1,0,24.21,10.83
Object,100000,0.1,0,54.00,18.14
Map,100000,0.1,0.1,20.17,10.97
Object,100000,0.1,0.1,58.95,18.33
Map,100000,0.1,0.2,18.56,10.72
Object,100000,0.1,0.2,62.83,18.65
Map,100000,0.1,0.3,17.72,10.87
Object,100000,0.1,0.3,57.83,18.87
Map,100000,0.1,0.4,18.27,11.03
Object,100000,0.1,0.4,64.00,19.10
Map,100000,0.1,0.5,19.79,11.17
Object,100000,0.1,0.5,61.79,19.57
Map,100000,0.1,0.6,17.86,11.32
Object,100000,0.1,0.6,68.96,19.80
Map,100000,0.1,0.7,17.46,11.47
Object,100000,0.1,0.7,66.61,20.03
Map,100000,0.1,0.8,17.85,11.62
Object,100000,0.1,0.8,72.11,20.24
Map,100000,0.1,0.9,17.92,11.76
Object,100000,0.1,0.9,78.70,20.73
Map,100000,0.1,1,18.55,11.92
Object,100000,0.1,1,77.38,20.94
Map,100000,0.2,0,18.44,10.72
Object,100000,0.2,0,56.67,18.57
Map,100000,0.2,0.1,18.74,10.87
Object,100000,0.2,0.1,58.61,18.79
Map,100000,0.2,0.2,20.57,11.01
Object,100000,0.2,0.2,65.39,19.03
Map,100000,0.2,0.3,19.79,11.18
Object,100000,0.2,0.3,91.55,19.24
Map,100000,0.2,0.4,29.97,11.33
Object,100000,0.2,0.4,79.15,19.72
Map,100000,0.2,0.5,18.83,11.47
Object,100000,0.2,0.5,65.02,19.94
Map,100000,0.2,0.6,29.78,11.62
Object,100000,0.2,0.6,74.10,20.16
Map,100000,0.2,0.7,19.36,11.76
Object,100000,0.2,0.7,67.39,20.39
Map,100000,0.2,0.8,19.75,11.91
Object,100000,0.2,0.8,77.19,20.86
Map,100000,0.2,0.9,19.67,12.06
Object,100000,0.2,0.9,74.58,21.10
Map,100000,0.2,1,18.94,12.22
Object,100000,0.2,1,96.94,21.32
Map,100000,0.3,0,18.86,11.01
Object,100000,0.3,0,67.76,18.95
Map,100000,0.3,0.1,18.61,11.17
Object,100000,0.3,0.1,56.03,19.17
Map,100000,0.3,0.2,20.92,11.32
Object,100000,0.3,0.2,61.02,19.39
Map,100000,0.3,0.3,19.53,11.47
Object,100000,0.3,0.3,67.27,19.86
Map,100000,0.3,0.4,19.08,11.61
Object,100000,0.3,0.4,67.56,20.11
