Map,100000,0,0,18.41,10.17
Map,100000,0,0.1,18.27,10.31
Map,100000,0,0.2,19.89,10.45
Map,100000,0,0.3,16.72,10.57
Map,100000,0,0.4,16.41,10.72
Map,100000,0,0.5,17.20,10.87
Map,100000,0,0.6,16.14,11.02
Map,100000,0,0.7,16.62,11.17
Map,100000,0,0.8,16.70,11.32
Map,100000,0,0.9,18.09,11.47
Map,100000,0,1,18.89,11.62
Map,100000,0.1,0,24.21,10.83
Map,100000,0.1,0.1,20.17,10.97
Map,100000,0.1,0.2,18.56,10.72
Map,100000,0.1,0.3,17.72,10.87
Map,100000,0.1,0.4,18.27,11.03
Map,100000,0.1,0.5,19.79,11.17
Map,100000,0.1,0.6,17.86,11.32
Map,100000,0.1,0.7,17.46,11.47
Map,100000,0.1,0.8,17.85,11.62
Map,100000,0.1,0.9,17.92,11.76
Map,100000,0.1,1,18.55,11.92
Map,100000,0.2,0,18.44,10.72
Map,100000,0.2,0.1,18.74,10.87
Map,100000,0.2,0.2,20.57,11.01
Map,100000,0.2,0.3,19.79,11.18
Map,100000,0.2,0.4,29.97,11.33
Map,100000,0.2,0.5,18.83,11.47
Map,100000,0.2,0.6,29.78,11.62
Map,100000,0.2,0.7,19.36,11.76
Map,100000,0.2,0.8,19.75,11.91
Map,100000,0.2,0.9,19.67,12.06
Map,100000,0.2,1,18.94,12.22
Map,100000,0.3,0,18.86,11.01
Map,100000,0.3,0.1,18.61,11.17
Map,100000,0.3,0.2,20.92,11.32
Map,100000,0.3,0.3,19.53,11.47
Map,100000,0.3,0.4,19.08,11.61
Map,100000,0.3,0.5,19.09,11.76
Map,100000,0.3,0.6,23.97,11.92
Map,100000,0.3,0.7,19.51,12.06
Map,100000,0.3,0.8,19.54,12.22
Map,100000,0.3,0.9,19.75,12.36
Map,100000,0.3,1,19.58,12.51
Map,100000,0.4,0,18.99,11.31
Map,100000,0.4,0.1,19.41,11.46
Map,100000,0.4,0.2,19.32,11.61
Map,100000,0.4,0.3,19.67,11.77
Map,100000,0.4,0.4,20.75,11.91
Map,100000,0.4,0.5,20.96,12.07
Map,100000,0.4,0.6,21.08,12.21
Map,100000,0.4,0.7,20.34,12.37
Map,100000,0.4,0.8,20.46,12.52
Map,100000,0.4,0.9,20.40,12.66
Map,100000,0.4,1,20.62,12.81
Map,100000,0.5,0,20.16,11.62
Map,100000,0.5,0.1,20.32,11.75
Map,100000,0.5,0.2,34.35,11.91
Map,100000,0.5,0.3,28.51,12.06
Map,100000,0.5,0.4,24.97,12.21
Map,100000,0.5,0.5,22.25,12.36
Map,100000,0.5,0.6,22.66,12.51
Map,100000,0.5,0.7,21.42,12.66
Map,100000,0.5,0.8,30.17,12.80
Map,100000,0.5,0.9,26.87,12.96
Map,100000,0.5,1,21.48,13.11
Map,100000,0.6,0,20.83,11.92
Map,100000,0.6,0.1,21.03,12.06
Map,100000,0.6,0.2,29.49,12.21
Map,100000,0.6,0.3,21.60,12.36
Map,100000,0.6,0.4,22.02,12.51
Map,100000,0.6,0.5,27.56,12.66
Map,100000,0.6,0.6,29.06,12.81
Map,100000,0.6,0.7,22.25,12.96
Map,100000,0.6,0.8,22.44,13.11
Map,100000,0.6,0.9,24.49,13.26
Map,100000,0.6,1,26.03,13.41
Map,100000,0.7,0,22.10,12.21
Map,100000,0.7,0.1,22.18,12.36
Map,100000,0.7,0.2,22.01,12.50
Map,100000,0.7,0.3,22.69,12.67
Map,100000,0.7,0.4,23.12,12.80
Map,100000,0.7,0.5,22.88,12.94
Map,100000,0.7,0.6,23.10,13.10
Map,100000,0.7,0.7,26.39,13.26
Map,100000,0.7,0.8,23.37,13.41
Map,100000,0.7,0.9,25.04,13.57
Map,100000,0.7,1,36.92,13.72
Map,100000,0.8,0,22.89,12.51
Map,100000,0.8,0.1,23.84,12.66
Map,100000,0.8,0.2,23.11,12.81
Map,100000,0.8,0.3,23.88,12.96
Map,100000,0.8,0.4,23.49,13.11
Map,100000,0.8,0.5,24.05,13.26
Map,100000,0.8,0.6,32.10,13.41
Map,100000,0.8,0.7,24.29,13.55
Map,100000,0.8,0.8,24.64,13.71
Map,100000,0.8,0.9,30.40,13.88
Map,100000,0.8,1,23.93,14.03
Map,100000,0.9,0,23.48,12.81
Map,100000,0.9,0.1,23.38,12.96
Map,100000,0.9,0.2,24.99,13.11
Map,100000,0.9,0.3,24.27,13.25
Map,100000,0.9,0.4,24.00,13.41
Map,100000,0.9,0.5,24.89,13.56
Map,100000,0.9,0.6,24.47,13.71
Map,100000,0.9,0.7,24.92,13.87
Map,100000,0.9,0.8,24.53,14.03
Map,100000,0.9,0.9,24.44,14.17
Map,100000,0.9,1,25.16,14.33
Map,100000,1,0,24.10,13.11
Map,100000,1,0.1,24.17,13.26
Map,100000,1,0.2,25.08,13.41
Map,100000,1,0.3,25.07,13.56
Map,100000,1,0.4,25.49,13.72
Map,100000,1,0.5,25.34,13.87
Map,100000,1,0.6,25.65,14.02
Map,100000,1,0.7,25.58,14.17
Map,100000,1,0.8,25.07,14.32
Map,100000,1,0.9,25.49,14.48
Map,100000,1,1,25.61,14.63
Map,200000,0,0,34.70,20.18
Map,200000,0,0.1,35.74,20.48
Map,200000,0,0.2,37.65,20.78
Map,200000,0,0.3,37.33,21.08
Map,200000,0,0.4,37.66,21.38
Map,200000,0,0.5,38.31,21.69
Map,200000,0,0.6,44.26,21.99
Map,200000,0,0.7,38.35,22.29
Map,200000,0,0.8,41.59,22.59
Map,200000,0,0.9,39.53,22.90
Map,200000,0,1,40.82,23.20
Map,200000,0.1,0,37.57,20.78
Map,200000,0.1,0.1,37.49,21.08
Map,200000,0.1,0.2,38.38,21.38
Map,200000,0.1,0.3,38.62,21.69
Map,200000,0.1,0.4,41.09,21.99
Map,200000,0.1,0.5,40.65,22.29
Map,200000,0.1,0.6,40.68,22.59
Map,200000,0.1,0.7,41.97,22.89
Map,200000,0.1,0.8,41.65,23.19
Map,200000,0.1,0.9,42.43,23.50
Map,200000,0.1,1,41.80,23.80
Map,200000,0.2,0,40.53,21.39
Map,200000,0.2,0.1,43.70,21.67
Map,200000,0.2,0.2,41.27,21.98
Map,200000,0.2,0.3,42.72,22.29
Map,200000,0.2,0.4,54.22,22.60
Map,200000,0.2,0.5,43.92,22.88
Map,200000,0.2,0.6,45.60,23.21
Map,200000,0.2,0.7,44.01,23.49
Map,200000,0.2,0.8,56.96,23.78
Map,200000,0.2,0.9,44.68,24.09
Map,200000,0.2,1,45.02,24.41
Map,200000,0.3,0,42.54,21.99
Map,200000,0.3,0.1,46.53,22.28
Map,200000,0.3,0.2,44.88,22.59
Map,200000,0.3,0.3,44.42,22.90
Map,200000,0.3,0.4,45.26,23.19
Map,200000,0.3,0.5,46.76,23.50
Map,200000,0.3,0.6,58.65,23.80
Map,200000,0.3,0.7,46.00,24.09
Map,200000,0.3,0.8,49.10,24.40
Map,200000,0.3,0.9,46.01,24.71
Map,200000,0.3,1,47.83,25.01
Map,200000,0.4,0,44.23,22.58
Map,200000,0.4,0.1,46.42,22.90
Map,200000,0.4,0.2,47.04,23.20
Map,200000,0.4,0.3,48.97,23.50
Map,200000,0.4,0.4,48.09,23.79
Map,200000,0.4,0.5,48.38,24.10
Map,200000,0.4,0.6,49.33,24.40
Map,200000,0.4,0.7,48.91,24.70
Map,200000,0.4,0.8,62.95,24.99
Map,200000,0.4,0.9,52.37,25.32
Map,200000,0.4,1,49.69,25.60
Map,200000,0.5,0,64.38,23.18
Map,200000,0.5,0.1,68.18,23.50
Map,200000,0.5,0.2,72.56,23.80
Map,200000,0.5,0.3,54.27,24.10
Map,200000,0.5,0.4,48.20,24.39
Map,200000,0.5,0.5,50.05,24.70
Map,200000,0.5,0.6,49.22,24.99
Map,200000,0.5,0.7,64.70,25.30
Map,200000,0.5,0.8,56.91,25.62
Map,200000,0.5,0.9,49.49,25.90
Map,200000,0.5,1,60.12,26.21
Map,200000,0.6,0,53.33,23.80
Map,200000,0.6,0.1,56.19,24.10
Map,200000,0.6,0.2,48.59,24.40
Map,200000,0.6,0.3,49.46,24.71
Map,200000,0.6,0.4,55.86,24.99
Map,200000,0.6,0.5,60.56,25.31
Map,200000,0.6,0.6,65.52,25.61
Map,200000,0.6,0.7,64.41,25.90
Map,200000,0.6,0.8,55.66,26.22
Map,200000,0.6,0.9,111.47,26.52
Map,200000,0.6,1,70.57,26.83
Map,200000,0.7,0,92.38,24.40
Map,200000,0.7,0.1,53.12,24.69
Map,200000,0.7,0.2,53.95,25.01
Map,200000,0.7,0.3,65.76,25.31
Map,200000,0.7,0.4,61.71,25.61
Map,200000,0.7,0.5,62.90,25.91
Map,200000,0.7,0.6,63.29,26.21
Map,200000,0.7,0.7,74.01,26.51
Map,200000,0.7,0.8,53.67,26.83
Map,200000,0.7,0.9,53.17,27.12
Map,200000,0.7,1,68.91,27.44
Map,200000,0.8,0,54.16,25.00
Map,200000,0.8,0.1,77.21,25.30
Map,200000,0.8,0.2,97.50,25.62
Map,200000,0.8,0.3,54.10,25.90
Map,200000,0.8,0.4,54.50,26.22
Map,200000,0.8,0.5,55.27,26.51
Map,200000,0.8,0.6,54.99,26.82
Map,200000,0.8,0.7,55.35,27.13
Map,200000,0.8,0.8,55.99,27.43
Map,200000,0.8,0.9,57.38,27.74
Map,200000,0.8,1,58.12,28.04
Map,200000,0.9,0,70.79,25.61
Map,200000,0.9,0.1,54.35,25.91
Map,200000,0.9,0.2,54.93,26.21
Map,200000,0.9,0.3,55.27,26.52
Map,200000,0.9,0.4,58.74,26.81
Map,200000,0.9,0.5,58.31,27.12
Map,200000,0.9,0.6,56.33,27.43
Map,200000,0.9,0.7,63.31,27.74
Map,200000,0.9,0.8,56.48,28.03
Map,200000,0.9,0.9,56.62,28.33
Map,200000,0.9,1,56.85,28.65
Map,200000,1,0,55.08,26.21
Map,200000,1,0.1,55.41,26.52
Map,200000,1,0.2,56.24,26.82
Map,200000,1,0.3,56.32,27.13
Map,200000,1,0.4,55.93,27.43
Map,200000,1,0.5,57.73,27.74
Map,200000,1,0.6,58.19,28.04
Map,200000,1,0.7,57.50,28.34
Map,200000,1,0.8,57.59,28.65
Map,200000,1,0.9,57.40,28.95
Map,200000,1,1,58.79,29.26
Map,300000,0,0,64.14,22.16
Map,300000,0,0.1,63.76,22.21
Map,300000,0,0.2,65.27,22.27
Map,300000,0,0.3,66.42,22.33
Map,300000,0,0.4,66.81,22.39
Map,300000,0,0.5,69.48,22.44
Map,300000,0,0.6,68.83,22.50
Map,300000,0,0.7,70.25,22.56
Map,300000,0,0.8,71.13,22.62
Map,300000,0,0.9,71.20,22.68
Map,300000,0,1,71.29,22.73
Map,300000,0.1,0,67.60,22.07
Map,300000,0.1,0.1,67.89,22.12
Map,300000,0.1,0.2,71.51,22.17
Map,300000,0.1,0.3,70.39,22.22
Map,300000,0.1,0.4,73.15,22.28
Map,300000,0.1,0.5,72.97,22.31
Map,300000,0.1,0.6,73.54,22.37
Map,300000,0.1,0.7,73.84,22.42
Map,300000,0.1,0.8,78.03,22.47
Map,300000,0.1,0.9,75.72,22.52
Map,300000,0.1,1,75.77,22.57
Map,300000,0.2,0,75.34,22.01
Map,300000,0.2,0.1,72.42,22.05
Map,300000,0.2,0.2,73.77,22.10
Map,300000,0.2,0.3,74.38,22.14
Map,300000,0.2,0.4,75.41,22.18
Map,300000,0.2,0.5,75.79,22.23
Map,300000,0.2,0.6,79.57,22.27
Map,300000,0.2,0.7,81.38,22.32
Map,300000,0.2,0.8,78.29,22.35
Map,300000,0.2,0.9,80.27,22.39
Map,300000,0.2,1,81.78,22.43
Map,300000,0.3,0,76.55,21.97
Map,300000,0.3,0.1,76.54,22.00
Map,300000,0.3,0.2,81.26,22.03
Map,300000,0.3,0.3,79.20,22.08
Map,300000,0.3,0.4,78.98,22.12
Map,300000,0.3,0.5,80.35,22.15
Map,300000,0.3,0.6,82.26,22.19
Map,300000,0.3,0.7,83.49,22.22
Map,300000,0.3,0.8,85.51,22.25
Map,300000,0.3,0.9,84.04,22.30
Map,300000,0.3,1,83.49,22.33
Map,300000,0.4,0,79.50,21.94
Map,300000,0.4,0.1,85.28,21.97
Map,300000,0.4,0.2,80.85,22.01
Map,300000,0.4,0.3,82.29,22.04
Map,300000,0.4,0.4,83.35,22.08
Map,300000,0.4,0.5,87.81,22.10
Map,300000,0.4,0.6,94.62,22.13
Map,300000,0.4,0.7,86.03,22.17
Map,300000,0.4,0.8,85.32,22.21
Map,300000,0.4,0.9,87.75,22.42
Map,300000,0.4,1,86.72,22.88
Map,300000,0.5,0,86.12,21.93
Map,300000,0.5,0.1,86.13,21.97
Map,300000,0.5,0.2,85.30,21.99
Map,300000,0.5,0.3,94.40,22.02
Map,300000,0.5,0.4,100.36,22.06
Map,300000,0.5,0.5,89.17,22.09
Map,300000,0.5,0.6,91.96,22.12
Map,300000,0.5,0.7,107.99,22.42
Map,300000,0.5,0.8,90.52,22.89
Map,300000,0.5,0.9,92.01,23.34
Map,300000,0.5,1,95.26,23.80
Map,300000,0.6,0,100.06,21.95
Map,300000,0.6,0.1,89.56,21.96
Map,300000,0.6,0.2,91.26,22.01
Map,300000,0.6,0.3,94.31,22.03
Map,300000,0.6,0.4,92.23,22.06
Map,300000,0.6,0.5,118.26,22.44
